gene,cds_len,utr_len,cds_fw,cds_te,cds_skew,cds_kurt,utr_fw,utr_te,utr_skew,utr_kurt,gradient_fw,gradient_te,n_cds_windows,n_utr_windows
ACTN1,2808,981,0.009346,0.00018641,1.0188,0.8563,0.058824,0.00333186,1.8962,4.434,0.049478,0.00314545,108,35
ACTN2,2796,247,0.0,0.0,0.8151,-0.0133,,,,,,,107,0
ACTN3,2835,249,0.018519,0.00055681,1.3455,3.1915,,,,,,,109,0
ACTN4,2889,777,0.0,0.0,0.705,-0.5662,0.04,0.00178927,1.2052,1.2333,0.04,0.00178927,111,26
ACTR10,1281,305,0.0,0.0,0.8059,0.505,0.142857,0.00910598,1.4564,0.9324,0.142857,0.00910598,47,8
ACTR1A,1155,1691,0.0,0.0,0.8095,-0.2602,0.032258,0.00055537,1.2697,1.7579,0.032258,0.00055537,42,63
ACTR1B,1164,1043,0.02439,0.00010156,0.9377,0.3859,0.027778,0.00036965,1.598,4.4285,0.003388,0.00026809,42,37
ACTR2,1200,1485,0.02381,0.00040436,1.3827,2.6397,0.0,0.0,0.6434,-0.4618,-0.02381,-0.00040436,43,55
ACTR3,1257,5332,0.0,0.0,0.412,-0.9801,0.014423,0.00019163,1.1242,1.1126,0.014423,0.00019163,46,209
ACTR3B,1392,923,0.02,4.952e-05,0.6915,-0.1705,0.096774,0.00040065,0.9936,0.3433,0.076774,0.00035113,51,32
ACTR3C,667,11,0.047619,0.0001499,1.513,1.7057,,,,,,,22,0
ACTR5,1824,723,0.0,0.0,0.8197,0.1404,0.0,0.0,1.2948,1.1965,0.0,0.0,68,24
ACTR6,1191,546,0.02381,0.00030054,1.1366,0.7403,0.0625,0.00070069,0.9802,0.2522,0.03869,0.00040015,43,17
ACTR8,2022,274,0.026667,4.864e-05,1.1058,0.9026,0.0,0.0,1.3201,0.0199,-0.026667,-4.864e-05,76,6
ACTRT1,1131,311,0.0,0.0,0.5125,-0.6017,0.142857,0.00149984,1.0283,-0.3313,0.142857,0.00149984,41,8
ACTRT2,1134,303,0.025,8.871e-05,1.6496,3.7094,0.0,0.0,0.1694,-0.9026,-0.025,-8.871e-05,41,8
ACTRT3,1119,552,0.0,0.0,0.6509,0.049,0.0,0.0,0.4941,-0.6193,0.0,0.0,40,17
ACVR1,1530,1783,0.089286,0.00087732,1.1389,0.5541,0.015152,3.347e-05,0.8064,0.2527,-0.074134,-0.00084385,57,67
ACVR1B,1641,150,0.0,0.0,0.9318,0.503,,,,,,,61,0
ACVR1C,1482,7371,0.0,0.0,0.6729,-0.301,0.024221,0.00017136,0.9799,0.6502,0.024221,0.00017136,55,290
ACVR2A,1566,2776,0.017544,1.75e-06,1.1139,0.7976,0.0,0.0,0.7162,-0.5284,-0.017544,-1.75e-06,58,106
ACVR2B,1539,10243,0.0,0.0,1.1768,0.9296,0.019802,0.00068347,1.3605,2.8093,0.019802,0.00068347,57,405
ACVRL1,1668,480,0.0,0.0,0.3407,-0.5297,0.0,0.0,0.4494,-1.3212,0.0,0.0,62,15
ACY1,1227,246,0.023256,8.252e-05,0.9445,0.5276,,,,,,,44,0
ACY3,960,411,0.0,0.0,0.7426,0.0826,0.0,0.0,1.0014,-0.0153,0.0,0.0,34,12
ACYP1,390,399,0.0,0.0,1.0164,-0.305,0.2,0.00540462,0.8437,-0.4031,0.2,0.00540462,11,11
ACYP2,519,743,0.066667,0.00167333,2.298,5.1939,0.0,0.0,0.9055,-0.4883,-0.066667,-0.00167333,16,25
ADA,1326,706,0.0,0.0,0.839,-0.0707,0.0,0.0,0.7376,-0.605,0.0,0.0,48,24
ADA2,1653,2261,0.032787,0.00018852,1.1306,0.9201,0.011765,0.00010676,0.7008,-0.0106,-0.021022,-8.176e-05,62,86
ADAD1,1731,232,0.03125,0.00052838,1.137,1.2755,,,,,,,65,0
ADAD2,1998,285,0.0,0.0,0.7073,-0.3991,0.0,0.0,-1.0718,-0.2982,0.0,0.0,75,7
ADAM10,2355,2408,0.022472,0.00029972,1.2152,1.4822,0.010989,0.00028113,0.8443,0.6815,-0.011483,-1.859e-05,90,92
ADAM11,2310,2304,0.0,0.0,0.7462,0.1258,0.011494,0.00035292,1.107,1.8093,0.011494,0.00035292,88,88
ADAM12,2730,5208,0.009615,9.167e-05,0.8557,0.7857,0.009852,1.982e-05,0.9305,0.3934,0.000237,-7.185e-05,105,204
ADAM15,2643,344,0.02,0.00037623,1.1796,1.5868,0.0,0.0,-0.5962,-0.3894,-0.02,-0.00037623,101,9
ADAM17,2553,1756,0.0,0.0,0.6704,-0.3155,0.015385,5.422e-05,0.9687,0.524,0.015385,5.422e-05,98,66
ADAM18,2220,180,0.012048,5.12e-06,0.8199,0.0245,,,,,,,84,0
ADAM19,2868,444,0.018349,0.00012159,1.0673,0.7787,0.0,0.0,0.2007,-0.7214,-0.018349,-0.00012159,110,13
ADAM2,2208,402,0.0,0.0,0.938,0.1685,0.0,0.0,0.5706,-0.6276,0.0,0.0,84,11
ADAM20,2331,460,0.011364,0.00025278,1.0303,0.8436,0.0,0.0,1.1985,0.1757,-0.011364,-0.00025278,89,14
ADAM21,2169,992,0.012346,9.87e-05,0.8564,0.6004,0.0,0.0,0.5765,-0.1847,-0.012346,-9.87e-05,82,35
ADAM22,2895,6613,0.027273,0.00044595,1.3931,2.3598,0.015444,0.00011908,1.0092,0.6407,-0.011829,-0.00032687,111,260
ADAM23,2571,1203,0.0,0.0,0.6012,-0.5448,0.0,0.0,0.6033,-0.8274,0.0,0.0,98,44
ADAM28,2391,4691,0.0,0.0,1.0858,0.8657,0.021978,0.0003581,0.9533,0.3367,0.021978,0.0003581,91,183
ADAM29,2463,708,0.0,0.0,0.766,0.0106,0.0,0.0,0.5647,-0.3765,0.0,0.0,94,24
ADAM30,2373,610,0.022472,0.00024177,1.5281,2.3092,0.0,0.0,0.7677,-0.3039,-0.022472,-0.00024177,90,20
ADAM32,2364,237,0.022472,0.00055613,1.3047,2.7985,,,,,,,90,0
ADAM33,2481,1163,0.010638,4.65e-06,0.864,-0.2735,0.02439,7.743e-05,0.8163,-0.2613,0.013752,7.278e-05,95,42
ADAM7,2331,1027,0.022727,0.00022253,0.803,0.1435,0.0,0.0,0.972,0.3458,-0.022727,-0.00022253,89,36
ADAM8,2475,784,0.010753,4.917e-05,0.9291,0.6397,0.0,0.0,1.6833,4.0409,-0.010753,-4.917e-05,94,27
ADAM9,2553,1895,0.020619,0.0001895,0.9398,0.4037,0.014286,0.00035857,1.3696,2.8286,-0.006333,0.00016907,98,71
ADAMDEC1,1413,935,0.039216,0.00095889,1.5204,2.8825,0.0,0.0,0.3957,-0.9185,-0.039216,-0.00095889,52,33
ADAMTS1,2907,1745,0.009009,9.825e-05,1.1339,0.7857,0.046875,0.00056318,1.3164,2.2033,0.037866,0.00046493,112,65
ADAMTS10,3312,939,0.015748,0.0002168,0.9685,0.6256,0.03125,0.00041586,1.5448,2.9526,0.015502,0.00019906,128,33
ADAMTS12,4785,3787,0.010753,7.734e-05,0.7198,0.0269,0.006849,2.009e-05,0.749,0.3768,-0.003904,-5.725e-05,187,147
ADAMTS13,4284,650,0.018072,0.00057719,1.4606,2.5877,0.0,0.0,0.9939,0.3353,-0.018072,-0.00057719,167,21
ADAMTS14,3714,1915,0.0,0.0,0.7314,-0.01,0.028169,0.00071147,1.179,1.1761,0.028169,0.00071147,144,72
ADAMTS15,2853,3153,0.009174,0.00026686,1.3278,1.9277,0.016529,0.00025862,1.0497,1.1521,0.007355,-8.24e-06,110,122
ADAMTS16,3675,1304,0.014184,0.0001151,0.8687,0.0509,0.0,0.0,0.8886,0.0045,-0.014184,-0.0001151,142,48
ADAMTS17,3438,3047,0.022727,0.00014861,0.9217,0.2549,0.0,0.0,0.6862,-0.2408,-0.022727,-0.00014861,133,117
ADAMTS18,3666,2167,0.0,0.0,0.7437,-0.0188,0.0,0.0,0.7034,-0.2002,0.0,0.0,142,82
ADAMTS19,3765,2156,0.048276,0.00045155,1.0662,0.9895,0.024691,9.539e-05,0.6875,0.051,-0.023585,-0.00035616,146,82
ADAMTS2,3636,3147,0.014286,0.00036393,0.9669,1.1572,0.008333,3.58e-05,0.622,-0.1849,-0.005953,-0.00032813,141,121
ADAMTS20,5733,625,0.004464,0.00010314,0.778,0.5286,0.0,0.0,0.2239,-0.9422,-0.004464,-0.00010314,225,20
ADAMTS3,3618,2626,0.007194,0.00011972,0.7257,0.0206,0.040404,0.0008432,1.9467,5.1449,0.03321,0.00072348,140,100
ADAMTS4,2520,1827,0.031579,0.0004081,1.6633,2.5889,0.0,0.0,0.7822,-0.5642,-0.031579,-0.0004081,96,68
ADAMTS5,2793,6828,0.0,0.0,0.8357,-0.1767,0.022388,0.00015041,0.8999,0.2653,0.022388,0.00015041,107,269
ADAMTS6,3354,3955,0.015504,0.00013013,1.1108,0.8824,0.019608,0.00019957,1.0344,0.6476,0.004104,6.944e-05,130,154
ADAMTS7,5061,459,0.050761,0.00062646,1.1712,1.2245,0.0,0.0,0.8077,0.1081,-0.050761,-0.00062646,198,14
ADAMTS8,2670,958,0.009901,2.451e-05,0.8111,0.2737,0.0,0.0,1.168,0.5799,-0.009901,-2.451e-05,102,34
ADAMTS9,5808,1816,0.008811,4.783e-05,0.8482,0.2273,0.014925,0.00036489,0.8415,0.4501,0.006114,0.00031706,228,68
ADAMTSL1,5433,273,0.009434,3.008e-05,1.153,0.8197,0.0,0.0,0.0104,-1.1483,-0.009434,-3.008e-05,213,6
ADAMTSL2,3183,1087,0.0,0.0,0.9474,0.8163,0.0,0.0,0.5249,-0.7119,0.0,0.0,123,39
ADAMTSL3,5076,2223,0.005076,5.496e-05,0.8775,0.1417,0.0,0.0,0.489,-0.5669,-0.005076,-5.496e-05,198,84
ADAMTSL4,3294,1025,0.0,0.0,0.8234,-0.207,0.028571,0.00038596,0.8179,-0.2971,0.028571,0.00038596,127,36
ADAMTSL5,1416,1267,0.019608,6.957e-05,0.8729,0.1372,0.0,0.0,1.3564,1.8349,-0.019608,-6.957e-05,52,46
ADAP1,1158,1020,0.04878,0.00053104,1.1986,1.3442,0.028571,0.0003485,1.0109,0.7252,-0.020209,-0.00018254,42,36
ADAP2,1209,433,0.023256,0.00086365,1.451,3.4813,0.0,0.0,0.0584,-1.1161,-0.023256,-0.00086365,44,13
ADAR,3711,2714,0.020979,0.00027641,0.9366,0.1966,0.009709,3.445e-05,0.8596,0.1128,-0.01127,-0.00024196,144,104
ADARB1,2253,265,0.011765,2.146e-05,1.1371,0.3852,0.0,0.0,-0.1182,-1.6133,-0.011765,-2.146e-05,86,6
ADARB2,2220,6255,0.0,0.0,0.969,0.2559,0.036735,0.00077134,1.3835,2.2229,0.036735,0.00077134,84,246
ADAT1,1566,2003,0.017544,0.000226,0.8034,0.0829,0.026667,0.0006842,1.0013,1.4702,0.009123,0.0004582,58,76
ADAT2,576,5668,0.0,0.0,0.4688,-1.2162,0.036199,0.00073397,1.2474,1.7343,0.036199,0.00073397,18,222
ADAT3,1104,495,0.025641,0.00012632,0.8845,-0.0324,0.0,0.0,0.5024,-0.1347,-0.025641,-0.00012632,40,15
ADCK1,1815,651,0.014925,1.49e-06,1.0529,0.8926,0.05,0.00036214,0.741,0.2257,0.035075,0.00036065,68,21
ADCK2,2202,676,0.02439,0.00042717,1.0211,0.8246,0.0,0.0,0.3701,-0.9129,-0.02439,-0.00042717,83,22
ADCK5,1866,246,0.057971,0.0007364,1.6577,2.8158,,,,,,,70,0
ADCY1,3360,9297,0.007752,1.796e-05,0.9742,0.0235,0.005464,0.00010299,0.8237,0.3302,-0.002288,8.503e-05,130,367
ADCY10,4833,509,0.026596,0.00055899,1.0227,1.3607,0.0,0.0,0.2033,-1.0714,-0.026596,-0.00055899,189,16
ADCY2,3279,1258,0.007937,1.425e-05,0.8928,0.1595,0.088889,0.00319984,2.0047,3.7463,0.080952,0.00318559,127,46
ADCY3,3516,1226,0.007407,4.208e-05,0.9714,0.2784,0.046512,0.00147702,1.3449,2.0883,0.039105,0.00143494,136,44
ADCY4,3273,478,0.032,0.00043219,1.2703,1.8946,0.0,0.0,0.7209,-0.0459,-0.032,-0.00043219,126,15
ADCY5,3948,2695,0.019737,0.00010724,0.8922,0.3464,0.019608,8.772e-05,0.9653,0.2907,-0.000129,-1.952e-05,153,103
ADCY6,3588,2552,0.007246,0.00033011,1.0168,2.1601,0.020833,0.00025649,0.7107,0.128,0.013587,-7.362e-05,139,97
ADCY7,3243,2935,0.016129,0.00033288,1.1524,1.3771,0.008929,0.00013988,1.0331,1.1514,-0.0072,-0.000193,125,113
ADCY8,3756,665,0.013793,0.00017654,1.0198,0.876,0.047619,0.00070294,1.0198,0.4693,0.033826,0.0005264,146,22
ADCY9,4152,1662,0.0125,0.00016795,0.9951,0.8151,0.0,0.0,0.8904,0.1723,-0.0125,-0.00016795,161,62
ADCYAP1,531,2728,0.0,0.0,0.8681,0.2355,0.0,0.0,0.7825,-0.4195,0.0,0.0,17,105
ADCYAP1R1,1575,186,0.017544,0.00012707,0.7421,-0.0358,,,,,,,58,0
ADD1,2400,1740,0.0,0.0,0.8188,0.276,0.0,0.0,0.5456,-0.5185,0.0,0.0,91,65
ADD2,2271,455,0.023529,0.0003108,1.0531,1.051,0.0,0.0,-0.0187,-1.0978,-0.023529,-0.0003108,86,14
ADD3,2121,2292,0.025316,0.00021236,1.1355,0.8438,0.0,0.0,1.0175,0.9018,-0.025316,-0.00021236,80,87
ADGB,5004,314,0.005128,3.148e-05,0.6507,-0.2737,0.142857,0.0017593,0.3741,-1.688,0.137729,0.00172782,196,8
ADGRA1,1683,2581,0.048387,0.00108711,1.203,1.2112,0.05102,0.00130323,1.8925,4.1023,0.002633,0.00021612,63,99
ADGRA2,4017,2927,0.019355,0.00066989,1.9121,5.0089,0.027027,0.00050926,1.513,3.0639,0.007672,-0.00016063,156,112
ADGRA3,3966,611,0.013072,0.00019144,1.1137,0.9531,0.157895,0.0053777,1.2071,0.9026,0.144823,0.00518626,154,20
ADGRB1,4755,1265,0.027027,0.00019745,0.7496,0.0425,0.0,0.0,1.1388,1.3776,-0.027027,-0.00019745,186,46
ADGRB2,4758,950,0.005405,9.18e-05,0.9809,0.9967,0.0,0.0,0.1632,-1.3857,-0.005405,-9.18e-05,186,33
ADGRB3,4569,1521,0.011299,0.00014926,0.9067,0.4981,0.018182,0.00028517,0.8671,0.3016,0.006883,0.00013591,178,56
ADGRD1,2721,55,0.0,0.0,0.7945,0.128,,,,,,,104,0
ADGRD2,2949,566,0.008929,0.0001497,0.6188,0.1675,0.0,0.0,0.4807,-0.6575,-0.008929,-0.0001497,113,18
ADGRE1,2661,451,0.009901,0.00084026,2.0962,8.263,0.083333,0.00076591,0.3791,-0.5487,0.073432,-7.435e-05,102,13
ADGRE2,2496,632,0.021277,0.0001464,0.8606,-0.0831,0.05,0.00025221,0.8397,-0.7593,0.028723,0.00010581,95,21
ADGRE3,1968,1283,0.0,0.0,0.7242,-0.481,0.0,0.0,0.7807,0.3029,0.0,0.0,74,47
ADGRE5,2508,682,0.0,0.0,0.74,0.1365,0.0,0.0,0.9814,0.4018,0.0,0.0,96,23
ADGRF1,2733,2699,0.019231,0.00067433,1.4118,2.8845,0.019608,0.0004518,1.3045,2.4591,0.000377,-0.00022253,105,103
ADGRF3,3240,0,0.008065,0.00030738,1.0572,1.3456,,,,,,,125,0
ADGRF4,2259,816,0.023529,0.00047608,1.2453,1.3446,0.037037,0.00086816,1.4124,1.7462,0.013508,0.00039208,86,28
ADGRF5,4161,1600,0.0,0.0,0.7132,-0.3533,0.051724,0.00091341,1.2793,0.8866,0.051724,0.00091341,162,59
ADGRG1,2097,1673,0.0,0.0,0.675,-0.1696,0.0,0.0,0.4516,-1.1436,0.0,0.0,79,62
ADGRG2,3054,1630,0.034188,0.00035937,1.1498,0.9321,0.033333,0.00080865,1.2164,1.8644,-0.000855,0.00044928,118,61
ADGRG3,1791,980,0.015152,0.00010974,0.973,0.6966,0.0,0.0,0.8025,0.0043,-0.015152,-0.00010974,67,35
ADGRG4,9243,690,0.008242,0.00019197,1.1072,1.327,0.090909,0.00105468,0.8037,0.1778,0.082667,0.00086271,365,23
ADGRG5,1587,1748,0.017241,0.00026698,1.0345,1.3111,0.0,0.0,0.756,-0.4123,-0.017241,-0.00026698,59,65
ADGRG6,3795,3161,0.020548,0.00048463,1.1015,1.3239,0.024793,0.00138575,2.6472,11.4923,0.004245,0.00090112,147,122
ADGRG7,2394,734,0.011111,0.00025268,1.2188,1.9001,0.0,0.0,1.5315,2.1893,-0.011111,-0.00025268,91,25
ADGRL1,4431,1654,0.011628,6.463e-05,0.9137,0.7088,0.032787,0.00090417,0.8277,0.3472,0.021159,0.00083954,173,62
ADGRL2,4440,2147,0.023256,0.0002131,1.3375,1.455,0.0,0.0,0.4418,-0.9075,-0.023256,-0.0002131,173,81
ADGRL3,4743,219,0.032609,0.00056994,1.1168,1.2122,,,,,,,185,0
ADGRL4,2103,1248,0.012658,5.577e-05,0.9368,0.4318,0.0,0.0,0.7358,-0.479,-0.012658,-5.577e-05,80,45
ADGRV1,18921,636,0.015979,0.00023198,1.0865,1.4584,0.0,0.0,0.5162,-0.7356,-0.015979,-0.00023198,752,21
ADH1A,1161,383,0.02439,7.52e-06,1.139,1.6042,0.0,0.0,0.7955,-0.5509,-0.02439,-7.52e-06,42,11
ADH1B,1161,1403,0.0,0.0,0.4131,-0.816,0.0,0.0,0.8324,-0.1638,0.0,0.0,42,52
ADH1C,1128,326,0.0,0.0,0.1107,-0.5833,0.0,0.0,1.3176,0.7498,0.0,0.0,41,8
ADH4,1200,951,0.0,0.0,1.0183,0.15,0.0,0.0,0.7794,-0.3893,0.0,0.0,43,33
ADH5,1197,272,0.0,0.0,0.7957,-0.1913,0.0,0.0,-0.1653,-1.6459,0.0,0.0,43,6
ADH6,1149,1705,0.025,0.00013408,0.6685,-0.108,0.015873,5.632e-05,1.002,0.3912,-0.009127,-7.776e-05,41,64
ADH7,1185,140,0.02381,0.00021066,0.3303,-0.8372,,,,,,,43,0
ADHFE1,1425,471,0.0,0.0,0.3258,-0.9647,0.0,0.0,0.3314,-0.9969,0.0,0.0,52,14
ADI1,678,1089,0.0,0.0,0.666,-0.7797,0.026316,0.0002377,0.8742,1.2789,0.026316,0.0002377,23,39
ADIG,594,64,0.111111,0.00074486,0.9452,0.1536,,,,,,,19,0
ADIPOQ,735,3807,0.0,0.0,0.5635,-0.6879,0.027211,0.00036366,0.9274,0.2177,0.027211,0.00036366,25,148
ADIPOR1,1128,963,0.025,0.00037135,0.5769,-0.1538,0.0,0.0,0.543,-0.2836,-0.025,-0.00037135,41,34
ADIPOR2,1344,2809,0.0,0.0,0.9365,-0.1974,0.018692,0.00029106,1.3202,1.7021,0.018692,0.00029106,49,108
ADISSP,606,749,0.0,0.0,1.2388,0.6844,0.041667,0.00053447,1.1487,1.3614,0.041667,0.00053447,20,25
ADK,1122,316,0.025641,0.00081709,1.2938,2.4946,0.0,0.0,0.7824,-0.7501,-0.025641,-0.00081709,40,8
ADM,558,934,0.058824,0.00101576,1.1459,0.5667,0.0,0.0,0.4508,-0.8748,-0.058824,-0.00101576,18,33
ADM2,447,3766,0.0,0.0,1.1779,0.2813,0.02069,0.00054579,1.3451,1.7505,0.02069,0.00054579,13,146
ADM5,462,326,0.0,0.0,0.688,-1.1791,0.285714,0.00847013,0.7477,-1.0817,0.285714,0.00847013,14,8
ADNP,3525,3106,0.0,0.0,0.6316,-0.5492,0.02521,0.00048737,1.0477,0.811,0.02521,0.00048737,136,120
ADNP2,3396,1761,0.0,0.0,0.681,-0.1897,0.0,0.0,0.6599,-0.3468,0.0,0.0,131,66
ADO,888,2872,0.033333,0.00020169,1.5499,1.964,0.027523,0.00041743,1.2098,1.1299,-0.00581,0.00021574,31,110
ADORA1,981,1915,0.058824,0.00050533,0.9197,-0.17,0.084507,0.00171609,1.5528,2.7403,0.025683,0.00121076,35,72
ADORA2A,1239,1173,0.0,0.0,0.7785,0.0189,0.0,0.0,1.1394,0.8274,0.0,0.0,45,42
ADORA2B,999,523,0.0,0.0,0.903,0.4373,0.0,0.0,0.8634,0.5758,0.0,0.0,35,16
ADORA3,957,800,0.0,0.0,0.3391,-0.8207,0.0,0.0,0.5496,-0.9745,0.0,0.0,34,27
ADPGK,1536,1030,0.017857,0.00052789,0.9763,0.626,0.0,0.0,0.5462,-0.769,-0.017857,-0.00052789,57,37
ADPRH,1074,3472,0.0,0.0,0.5664,-1.0662,0.007519,4.461e-05,0.6211,-0.5027,0.007519,4.461e-05,38,134
ADPRHL1,5904,3818,0.017316,0.00015479,0.9749,0.557,0.006803,3.648e-05,0.8335,-0.0548,-0.010513,-0.00011831,232,148
ADPRM,1029,505,0.027778,0.00019328,0.9769,0.8539,0.0,0.0,-0.0731,-1.1873,-0.027778,-0.00019328,37,16
ADPRS,1092,559,0.0,0.0,0.9136,0.3897,0.058824,0.0001684,0.9492,-0.1367,0.058824,0.0001684,39,18
ADRA1A,1428,876,0.0,0.0,0.3343,-1.0832,0.0,0.0,0.4478,-0.905,0.0,0.0,53,30
ADRA1B,1563,944,0.0,0.0,1.2129,0.7892,0.0,0.0,0.6588,-0.2387,0.0,0.0,58,33
ADRA1D,1719,1223,0.015873,0.00031905,0.9859,0.253,0.0,0.0,1.1999,0.6696,-0.015873,-0.00031905,64,44
ADRA2A,1398,2481,0.02,2.157e-05,0.76,0.4948,0.010638,7.349e-05,1.0749,0.7386,-0.009362,5.192e-05,51,95
ADRA2B,1353,2343,0.020408,0.00029423,1.4799,3.7202,0.022727,0.00057375,1.2473,1.6532,0.002319,0.00027952,50,89
ADRA2C,1389,753,0.02,0.00075423,1.5024,2.1744,0.04,0.00024414,0.6749,-0.721,0.02,-0.00051009,51,26
ADRB1,1434,1605,0.057692,0.00068924,1.3477,1.7343,0.016949,0.00067166,1.2681,2.267,-0.040743,-1.758e-05,53,60
ADRB2,1242,771,0.022727,0.00038598,0.9767,0.749,0.0,0.0,0.5408,-0.8847,-0.022727,-0.00038598,45,26
ADRB3,1227,1358,0.069767,0.00017349,0.5902,-0.8573,0.0,0.0,0.8971,0.3271,-0.069767,-0.00017349,44,50
ADRM1,1299,148,0.021739,0.00024088,1.1078,2.1498,,,,,,,47,0
ADSL,1581,278,0.034483,0.00084414,1.6277,3.0712,0.0,0.0,0.4355,-1.4152,-0.034483,-0.00084414,59,7
ADSS1,1503,466,0.018182,6.81e-06,1.0826,0.4338,0.076923,0.01405311,2.2338,4.5965,0.058741,0.0140463,56,14
ADSS2,1371,1184,0.0,0.0,0.8785,0.7068,0.02381,0.00010159,1.0655,1.4616,0.02381,0.00010159,50,43
ADTRP,843,858,0.0,0.0,1.1301,0.4489,0.034483,0.00154742,1.8362,4.2157,0.034483,0.00154742,29,30
AEBP1,3489,583,0.007463,1.598e-05,1.0381,0.9545,0.055556,0.00197137,0.5467,-0.5018,0.048093,0.00195539,135,19
AEBP2,1554,3545,0.017544,1.75e-06,0.4765,-0.1529,0.014706,0.00029504,1.266,1.8995,-0.002838,0.00029329,58,137
AEN,978,2094,0.0,0.0,0.286,-0.5843,0.0,0.0,0.7295,-0.3127,0.0,0.0,35,79
AFAP1,2445,5259,0.01087,0.00021701,0.8377,0.4058,0.019512,0.00023571,0.9896,0.7682,0.008642,1.87e-05,93,206
AFAP1L1,2388,1897,0.022222,0.00032928,1.0513,0.8096,0.014286,6.828e-05,0.7371,0.4758,-0.007936,-0.000261,91,71
AFAP1L2,2688,866,0.009804,5.984e-05,0.6928,0.1729,0.0,0.0,0.5934,-0.8703,-0.009804,-5.984e-05,103,30
AFDN,5673,2327,0.00905,4.077e-05,0.6832,-0.1544,0.011494,0.00047034,1.4135,2.9843,0.002444,0.00042957,222,88
AFF1,3657,5604,0.028369,6.855e-05,1.0159,0.1997,0.004566,1.802e-05,0.7687,-0.0639,-0.023803,-5.053e-05,142,220
AFF2,3936,9812,0.013158,6.235e-05,0.8077,-0.0372,0.018088,0.0003215,0.9523,0.8856,0.00493,0.00025915,153,388
AFF3,3756,586,0.02069,0.00055754,1.1033,1.4082,0.055556,0.00086026,1.268,0.7744,0.034866,0.00030272,146,19
AFF4,3522,1345,0.022222,0.00071574,1.4097,2.9525,0.020833,0.00014691,1.2602,1.0866,-0.001389,-0.00056883,136,49
AFG1L,1497,535,0.0,0.0,0.3915,-0.4733,0.0625,6.713e-05,0.488,-0.4452,0.0625,6.713e-05,55,17
AFG2A,2751,663,0.009615,0.00023611,1.2772,1.8816,0.047619,0.0016577,1.6879,2.5173,0.038004,0.00142159,105,22
AFG2B,2262,299,0.023529,7.686e-05,0.9337,0.7123,0.166667,0.00198723,0.2396,-1.6363,0.143138,0.00191037,86,7
AFG3L2,2601,809,0.030612,0.00109996,1.7805,5.1583,0.037037,0.00179383,1.6578,3.2693,0.006425,0.00069387,99,28
AFM,1872,198,0.0,0.0,0.4519,-0.4678,,,,,,,70,0
AFMID,1005,773,0.0,0.0,0.8621,-0.3028,0.0,0.0,0.9316,-0.1265,0.0,0.0,36,26
AFP,1869,45,0.0,0.0,0.967,0.4031,,,,,,,70,0
AFTPH,2904,900,0.009009,6.75e-06,0.8852,0.5968,0.066667,0.0009275,0.8853,-0.1393,0.057658,0.00092075,112,31
AGA,1056,214,0.0,0.0,0.5574,-0.8527,,,,,,,38,0
AGAP1,3210,2928,0.02439,0.00041617,1.225,1.1908,0.008929,0.00032134,1.2821,2.4443,-0.015461,-9.483e-05,124,113
AGAP2,3579,1851,0.021739,0.00030757,1.3225,2.7221,0.014706,0.00037179,1.2567,1.2402,-0.007033,6.422e-05,139,69
AGAP3,2922,643,0.0,0.0,0.5992,-0.1634,0.0,0.0,0.0958,-1.2738,0.0,0.0,112,21
AGAP4,2061,474,0.025974,0.00072917,1.1323,1.1638,0.0,0.0,0.3932,-1.3128,-0.025974,-0.00072917,78,14
AGAP5,2061,658,0.038961,0.00115116,1.1471,1.245,0.0,0.0,1.2043,1.3107,-0.038961,-0.00115116,78,22
AGAP6,2061,623,0.038961,0.00030105,0.7775,0.0408,0.0,0.0,1.1872,1.2092,-0.038961,-0.00030105,78,20
AGAP9,1977,410,0.027397,0.00066714,1.1868,1.9273,0.0,0.0,-0.514,-1.2672,-0.027397,-0.00066714,74,12
AGBL1,3366,8964,0.015504,0.00041417,1.0486,1.0642,0.028329,0.00027269,1.0483,0.8744,0.012825,-0.00014148,130,354
AGBL2,2715,580,0.009709,0.00050294,1.2078,3.5931,0.055556,0.00045343,0.9109,0.5895,0.045847,-4.951e-05,104,19
AGBL3,2763,770,0.0,0.0,0.7429,-0.1742,0.12,0.00171546,1.2733,0.7515,0.12,0.00171546,106,26
AGBL4,1512,1477,0.0,0.0,0.4365,-0.9038,0.018868,0.00038953,1.1188,1.1376,0.018868,0.00038953,56,54
AGBL5,2730,515,0.0,0.0,1.0156,1.0664,0.0,0.0,0.4596,-1.0952,0.0,0.0,105,16
AGER,1263,275,0.022222,0.00046896,1.1947,1.055,0.0,0.0,0.0007,-1.1953,-0.022222,-0.00046896,46,6
AGFG1,1803,2456,0.014925,2.09e-06,1.0398,0.4252,0.010753,5.767e-05,0.6944,-0.3856,-0.004172,5.558e-05,68,94
AGFG2,1527,1128,0.0,0.0,0.6624,-0.0772,0.05,0.0018305,1.4582,2.3219,0.05,0.0018305,56,41
AGGF1,2145,2345,0.0,0.0,0.9027,-0.0823,0.022727,0.00062036,1.3555,2.7175,0.022727,0.00062036,81,89
AGK,1365,2814,0.0,0.0,0.9094,-0.0502,0.018692,0.0001835,0.6584,-0.419,0.018692,0.0001835,50,108
AGL,4599,2492,0.016854,0.00015591,0.8639,0.3306,0.031915,0.00010504,1.3793,2.1459,0.015061,-5.087e-05,179,95
